cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,avg_class_size_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track
2014,80083990260002,Milledgeville High School        ,Chadwick-Milledgeville CUSD 399  ,Milledgeville    ,Carroll    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.0,3.7,0.0,1.8,0.0,0.6,4.9,164.0,173.0,95.2,0.0,3.0,81.8,13.0,90.2,0.0,0.0,0.0
2014,80431190220003,East Dubuque High School         ,East Dubuque USD 119             ,East Dubuque     ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.5,0.5,1.5,0.0,0.0,0.0,0.5,203.0,174.0,93.9,3.0,2.0,85.7,16.8,80.9,0.0,0.0,0.0
2014,80431200220002,Galena High School               ,Galena USD 120                   ,Galena           ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.5,0.9,6.0,0.4,0.0,0.0,1.3,234.0,176.0,94.2,2.6,0.9,92.9,11.0,91.9,0.0,0.0,0.0
2014,80432050260001,Warren Jr/Sr High School         ,Warren CUSD 205                  ,Warren           ,Jo Daviess ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,95.4,0.8,0.4,0.4,0.0,0.0,2.9,238.0,174.0,94.4,0.9,2.0,92.5,10.4,79.6,0.0,0.0,0.0
2014,80432060260003,Stockton Sr High School          ,Stockton CUSD 206                ,Stockton         ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.7,0.6,1.2,1.8,0.0,0.0,1.8,169.0,174.0,94.6,2.4,0.6,88.1,17.5,82.5,0.0,0.0,0.0
2014,80432100260002,River Ridge High School          ,River Ridge CUSD 210             ,Hanover          ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.4,1.3,4.5,0.0,0.0,0.6,1.3,157.0,176.0,94.4,0.0,0.0,95.3,11.9,93.2,0.0,0.0,0.0
2014,80432110260002,Scales Mound High School         ,Scales Mound CUSD 211            ,Scales Mound     ,Jo Daviess ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.8,0.0,1.6,0.0,0.0,0.0,4.7,64.0,174.0,96.1,1.6,0.0,100.0,6.7,100.0,0.0,0.0,0.0
2014,80891450220001,Freeport High School             ,Freeport SD 145                  ,Freeport         ,Stephenson ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,59.1,22.3,7.4,1.3,0.2,0.3,9.4,1273.0,168.0,92.2,19.3,4.7,79.8,18.0,88.1,0.0,0.0,0.0
2014,80892000260001,Pearl City High School           ,Pearl City CUSD 200              ,Pearl City       ,Stephenson ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.9,2.4,3.0,0.6,0.0,0.0,0.0,165.0,172.0,96.0,2.0,0.6,80.5,12.8,77.1,0.0,0.0,0.0
2014,80892010260001,Dakota Jr Sr High School         ,Dakota CUSD 201                  ,Dakota           ,Stephenson ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,93.2,1.3,2.0,1.3,0.0,0.0,2.3,398.0,173.0,94.5,0.2,0.8,92.3,20.2,82.2,0.0,0.0,0.0
2014,80892020260001,Lena-Winslow High School         ,Lena Winslow CUSD 202            ,Lena             ,Stephenson ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.3,0.8,1.9,2.3,0.0,0.0,0.8,262.0,173.0,94.7,1.2,1.5,91.4,14.8,92.9,0.0,0.0,0.0
2014,80892030260001,Orangeville High School          ,Orangeville CUSD 203             ,Orangeville      ,Stephenson ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,94.5,0.8,2.3,0.0,0.0,0.8,1.6,128.0,173.0,94.0,5.6,1.6,90.9,13.0,64.7,0.0,0.0,0.0
2014,90100010260001,Fisher Jr/Sr High School         ,Fisher CUSD 1                    ,Fisher           ,Champaign  ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,92.7,0.7,2.8,1.4,0.0,0.3,2.1,288.0,173.0,94.6,0.0,0.0,91.8,16.7,90.3,0.0,0.0,0.0
2014,90100030260001,Mahomet-Seymour High School      ,Mahomet-Seymour CUSD 3           ,Mahomet          ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,92.9,0.9,1.0,1.8,0.0,0.4,2.9,920.0,173.0,93.9,1.7,0.9,91.7,21.5,88.9,0.0,0.0,0.0
2014,90100040260001,Centennial High School           ,Champaign CUSD 4                 ,Champaign        ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,45.3,33.5,6.8,9.8,0.1,0.5,4.0,1425.0,173.0,91.1,17.7,1.8,84.6,20.0,87.1,0.0,0.0,0.0
2014,90100040260002,Central High School              ,Champaign CUSD 4                 ,Champaign        ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,47.7,32.5,9.3,6.8,0.2,0.6,2.9,1266.0,173.0,91.7,16.5,2.4,87.6,14.9,89.6,0.0,0.0,0.0
2014,90100070260007,Unity High School                ,Tolono CUSD 7                    ,Tolono           ,Champaign  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.2,0.8,0.6,0.4,0.0,0.6,3.4,500.0,173.0,95.1,0.4,1.4,93.7,25.8,89.7,0.0,0.0,0.0
2014,90100080260001,Heritage High School             ,Heritage CUSD 8                  ,Broadlands       ,Champaign  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.4,0.0,0.0,0.0,0.0,0.0,2.6,152.0,171.0,94.8,3.3,0.0,84.8,10.5,93.2,0.0,0.0,0.0
2014,90101160220001,Urbana High School               ,Urbana SD 116                    ,Urbana           ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,42.9,36.7,8.0,3.8,0.2,0.5,7.8,1098.0,173.0,89.3,12.7,1.6,88.9,16.9,81.3,0.0,0.0,0.0
2014,90101930170001,Rantoul Twp High School          ,Rantoul Township HSD 193         ,Rantoul          ,Champaign  ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,51.1,27.8,12.0,1.3,0.3,0.1,7.4,794.0,172.0,90.2,9.0,3.4,86.6,18.1,89.3,0.0,0.0,0.0
2014,90103050160001,St Joseph-Ogden High School      ,St Joseph Ogden CHSD 305         ,Saint Joseph     ,Champaign  ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.7,1.6,1.4,0.4,0.2,0.0,0.6,486.0,175.0,94.5,0.0,0.6,93.3,18.6,86.6,0.0,0.0,0.0
2014,90270050260001,GCMS High School                 ,Gibson City-Melvin-Sibley CUSD 5 ,Gibson City      ,Ford       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.5,0.6,0.0,0.6,0.0,0.0,2.2,316.0,175.0,94.2,0.0,1.6,86.3,17.8,84.1,0.0,0.0,0.0
2014,90270100260001,Paxton-Buckley-Loda High School  ,Paxton-Buckley-Loda CUD 10       ,Paxton           ,Ford       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.8,0.7,5.1,0.2,0.0,0.2,0.0,450.0,173.0,92.3,5.1,2.4,80.2,14.3,83.8,0.0,0.0,0.0
2014,100110010260002,Morrisonville High School        ,Morrisonville CUSD 1             ,Morrisonville    ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,99.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,173.0,92.9,3.2,3.0,87.5,14.2,76.9,0.0,0.0,0.0
2014,100110030260006,Taylorville Sr High School       ,Taylorville CUSD 3               ,Taylorville      ,Christian  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95.4,0.7,0.5,0.5,0.0,0.4,2.6,840.0,173.0,93.2,2.3,3.3,88.7,17.8,86.9,0.0,0.0,0.0
2014,100110040260002,Edinburg High School             ,Edinburg CUSD 4                  ,Edinburg         ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.2,2.6,0.0,0.0,0.0,0.0,1.3,78.0,172.0,98.0,6.2,0.0,79.2,10.3,60.7,0.0,0.0,0.0
2014,100110080260006,Pana Sr High School              ,Pana CUSD 8                      ,Pana             ,Christian  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.9,0.7,0.5,0.7,0.0,0.5,1.8,439.0,176.0,93.6,6.4,1.4,85.6,17.5,84.1,0.0,0.0,0.0
2014,100110140240001,South Fork Jr Sr High School     ,South Fork SD 14                 ,Kincaid          ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,96.4,2.6,0.0,0.5,0.0,0.0,0.5,195.0,172.0,94.0,5.6,1.7,83.9,14.1,86.5,0.0,0.0,0.0
2014,100680020260001,Lincolnwood High School          ,Panhandle CUSD 2                 ,Raymond          ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.2,0.7,0.7,0.0,0.0,1.4,0.0,144.0,172.0,94.1,3.0,4.2,87.2,14.8,80.6,0.0,0.0,0.0
2014,100680030260001,Hillsboro High School            ,Hillsboro CUSD 3                 ,Hillsboro        ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.2,2.1,1.7,0.8,0.2,0.0,0.0,521.0,173.0,91.7,9.6,4.2,86.9,16.9,89.9,0.0,0.0,0.0
2014,100680120260001,Litchfield Senior High School    ,Litchfield CUSD 12               ,Litchfield       ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.9,1.6,0.9,1.8,0.5,0.0,1.4,443.0,171.0,94.6,2.6,2.3,83.0,14.0,83.3,0.0,0.0,0.0
2014,100680220260001,Nokomis Jr/Sr High Sch           ,Nokomis CUSD 22                  ,Nokomis          ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,6 7 8 9 10 11 12               ,97.3,0.6,0.3,0.0,0.0,0.0,1.8,330.0,173.0,95.0,2.5,2.9,86.4,15.1,91.2,0.0,0.0,0.0
2014,11012002C260001,Marshall High School             ,Marshall CUSD 2C                 ,Marshall         ,Clark      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.2,1.1,0.7,0.0,0.2,0.0,0.7,435.0,174.0,94.4,1.5,2.8,78.3,16.4,90.3,0.0,0.0,0.0
2014,11012003C260001,Martinsville Jr- Sr High School  ,Martinsville CUSD 3C             ,Martinsville     ,Clark      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,98.2,1.2,0.0,0.0,0.6,0.0,0.0,165.0,174.0,95.7,5.5,1.0,83.3,11.8,75.6,0.0,0.0,0.0
2014,11012004C260001,Casey-Westfield Jr/Sr HS         ,Casey-Westfield CUSD 4C          ,Casey            ,Clark      ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,95.7,1.8,1.1,0.2,0.0,0.0,1.1,445.0,173.0,95.0,0.7,2.1,91.3,14.3,75.9,0.0,0.0,0.0
2014,110150010260001,Charleston High School           ,Charleston CUSD 1                ,Charleston       ,Coles      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,92.5,2.9,1.3,1.5,0.0,0.7,1.1,825.0,174.0,92.4,6.3,3.5,84.8,18.1,92.4,0.0,0.0,0.0
2014,110150020260001,Mattoon High School              ,Mattoon CUSD 2                   ,Mattoon          ,Coles      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,90.6,2.6,3.2,1.2,0.0,0.2,2.2,1076.0,176.0,93.5,12.0,1.9,92.6,19.1,88.6,0.0,0.0,0.0
2014,110150050260002,Oakland High School              ,Oakland CUSD 5                   ,Oakland          ,Coles      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.5,1.2,0.0,2.4,0.0,0.0,0.0,85.0,172.0,93.8,3.6,1.2,94.1,11.6,75.9,0.0,0.0,0.0
2014,110180030260001,Neoga Sr High School             ,Neoga CUSD 3                     ,Neoga            ,Cumberland ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.8,1.7,0.4,0.4,0.0,0.0,1.7,236.0,170.0,94.3,0.4,0.4,95.5,17.1,83.3,0.0,0.0,0.0
2014,110180770260001,Cumberland High School           ,Cumberland CUSD 77               ,Toledo           ,Cumberland ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.6,0.0,0.0,0.0,0.0,0.0,1.4,288.0,174.0,93.8,4.3,1.4,95.9,15.4,93.2,0.0,0.0,0.0
2014,110213010260001,Tuscola High School              ,Tuscola CUSD 301                 ,Tuscola          ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.4,0.0,1.5,1.5,0.0,0.0,1.5,323.0,174.0,95.2,0.0,1.2,95.0,19.3,91.8,0.0,0.0,0.0
2014,110213020260001,Villa Grove High School          ,Villa Grove CUSD 302             ,Villa Grove      ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.1,0.6,1.1,0.6,0.6,0.0,4.0,175.0,172.0,90.5,1.8,2.3,83.3,18.1,76.3,0.0,0.0,0.0
2014,110213050260001,Arthur-Lovington High School     ,Arthur CUSD 305                  ,Arthur           ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.4,0.0,2.3,0.6,0.0,0.6,1.1,174.0,173.0,93.9,0.6,0.6,96.2,11.8,85.7,0.0,0.0,0.0
2014,110213060260001,Arcola High School               ,Arcola CUSD 306                  ,Arcola           ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,52.8,0.0,41.6,1.0,0.0,0.0,4.6,305.0,171.0,95.5,0.9,0.5,97.1,14.6,71.4,0.0,0.0,0.0
2014,110230010260001,Shiloh High School               ,Shiloh CUSD 1                    ,Hume             ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,95.0,1.1,0.6,0.0,0.0,0.0,3.4,179.0,172.0,94.0,3.9,2.7,75.0,10.8,91.5,0.0,0.0,0.0
2014,110230030260001,Kansas High School               ,Kansas CUSD 3                    ,Kansas           ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,93.6,4.5,1.8,0.0,0.0,0.0,0.0,110.0,170.0,95.4,3.7,0.0,87.5,10.0,94.1,0.0,0.0,0.0
2014,110230040260002,Paris Cooperative High School 4  ,Paris CUSD 4                     ,Paris            ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.3,0.0,0.0,0.5,0.5,0.0,1.8,222.0,169.0,93.2,1.8,0.0,96.5,11.4,0.0,0.0,0.0,0.0
2014,110230060260001,Chrisman High School             ,Edgar County CUD 6               ,Chrisman         ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.3,0.0,0.9,0.0,0.0,0.0,1.8,110.0,169.0,94.0,1.9,0.0,96.3,10.3,77.8,0.0,0.0,0.0
2014,110230950250002,Paris Cooperative High School 95 ,Paris-Union SD 95                ,Paris            ,Edgar      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.4,0.0,1.1,0.3,0.0,0.0,1.3,378.0,169.0,90.1,4.5,2.4,80.2,11.4,0.0,0.0,0.0,0.0
2014,110703000260004,Sullivan High School             ,Sullivan CUSD 300                ,Sullivan         ,Moultrie   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.1,0.0,2.3,0.6,0.0,0.0,3.1,353.0,173.0,95.3,1.2,1.1,89.5,15.5,88.0,0.0,0.0,0.0
2014,110703020260001,Okaw Valley High School          ,Okaw Valley CUSD 302             ,Bethany          ,Moultrie   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.1,0.6,0.6,0.0,0.0,0.0,0.6,160.0,169.0,94.9,6.2,1.9,92.5,11.9,81.0,0.0,0.0,0.0
2014,110870010260002,Windsor Jr & Sr High School      ,Windsor CUSD 1                   ,Windsor          ,Shelby     ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,98.8,0.0,0.0,0.6,0.0,0.0,0.6,162.0,172.0,94.8,4.9,0.0,100.0,13.4,88.5,0.0,0.0,0.0
2014,11087003A260001,Cowden-Herrick Jr/Sr High School ,Cowden-Herrick CUSD 3A           ,Cowden           ,Shelby     ,UNIT       ,SMALL ,HIGH SCHOOL,PK 6 7 8 9 10 11 12            ,98.7,1.3,0.0,0.0,0.0,0.0,0.0,225.0,170.0,94.2,0.0,1.7,100.0,10.8,81.3,0.0,0.0,0.0
2014,110870040260001,Shelbyville High School          ,Shelbyville CUSD 4               ,Shelbyville      ,Shelby     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.4,0.3,0.3,0.3,0.0,0.0,0.8,379.0,173.0,92.6,6.1,1.3,87.4,18.9,92.1,0.0,0.0,0.0
2014,11087005A260001,Stewardson-Strasburg High School ,Stewardson-Strasburg CUD 5A      ,Strasburg        ,Shelby     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.1,0.0,0.8,2.5,0.0,0.0,1.6,122.0,169.0,95.6,0.9,2.5,93.2,14.6,73.3,0.0,0.0,0.0
2014,110870210260001,Central A & M High School        ,Central A & M CUD 21             ,Moweaqua         ,Shelby     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.5,1.4,0.3,0.3,0.0,0.3,2.1,292.0,170.0,95.0,0.4,2.1,80.9,13.3,92.9,0.0,0.0,0.0
2014,120130100260002,Clay City High School            ,Clay City CUSD 10                ,Clay City        ,Clay       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.9,0.0,0.0,1.1,0.0,0.0,0.0,93.0,170.0,93.6,8.7,4.3,83.9,5.7,84.0,0.0,0.0,0.0
2014,120130250260001,North Clay Community High School ,North Clay CUSD 25               ,Louisville       ,Clay       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,99.0,0.0,0.5,0.0,0.0,0.0,0.5,201.0,170.0,94.2,10.3,4.5,88.3,15.6,88.6,0.0,0.0,0.0
2014,120130350260001,Flora High School                ,Flora CUSD 35                    ,Flora            ,Clay       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.6,0.6,2.7,1.2,0.0,0.3,0.6,335.0,169.0,94.2,3.6,1.8,92.0,15.4,83.7,0.0,0.0,0.0
2014,120170010260001,Hutsonville High School          ,Hutsonville CUSD 1               ,Hutsonville      ,Crawford   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.4,0.0,0.9,0.0,0.0,0.0,1.8,114.0,171.0,94.2,1.8,0.9,78.3,12.8,90.0,0.0,0.0,0.0
2014,120170020260001,Robinson High School             ,Robinson CUSD 2                  ,Robinson         ,Crawford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.6,2.0,3.2,0.8,0.0,0.0,4.4,501.0,171.0,93.2,1.4,1.6,89.5,22.5,91.1,0.0,0.0,0.0
2014,120170030260001,Palestine High School            ,Palestine CUSD 3                 ,Palestine        ,Crawford   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.5,0.8,0.8,0.0,0.0,0.0,0.0,130.0,171.0,94.4,1.7,3.8,85.0,8.2,81.1,0.0,0.0,0.0
2014,120170040260001,Oblong High School               ,Oblong CUSD 4                    ,Oblong           ,Crawford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.8,1.7,3.4,0.0,0.0,0.0,0.0,174.0,171.0,94.0,5.4,3.4,89.5,11.4,81.3,0.0,0.0,0.0
2014,120400010260001,Newton Comm High School          ,Jasper County CUD 1              ,Newton           ,Jasper     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.8,0.2,1.3,0.2,0.0,0.0,1.5,463.0,170.0,93.6,1.4,2.4,93.7,16.1,83.1,0.0,0.0,0.0
2014,120510100260001,Red Hill Jr/Sr High School       ,Red Hill CUSD 10                 ,Bridgeport       ,Lawrence   ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,96.5,0.5,0.7,0.0,0.0,0.0,2.4,425.0,169.0,93.7,10.3,0.7,75.4,17.1,84.3,0.0,0.0,0.0
2014,120510200260008,Lawrenceville High School        ,Lawrence County CUD 20           ,Lawrenceville    ,Lawrence   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.3,0.6,1.7,0.3,0.0,0.0,2.2,361.0,169.0,93.7,2.7,3.9,71.6,13.4,92.3,0.0,0.0,0.0
2014,120800010260001,East Richland High School        ,East Richland CUSD 1             ,Olney            ,Richland   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,94.4,0.5,1.6,1.3,0.0,0.3,2.0,638.0,174.0,93.1,0.9,1.4,90.3,20.7,90.9,0.0,0.0,0.0
2014,120800020260001,West Richland High School        ,West Richland CUSD 2             ,Noble            ,Richland   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.2,1.9,1.9,0.0,0.0,0.0,0.0,105.0,163.0,94.9,6.0,2.9,87.5,10.3,77.8,0.0,0.0,0.0
2014,130140010260001,Carlyle High School              ,Carlyle CUSD 1                   ,Carlyle          ,Clinton    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.9,5.1,1.3,0.5,0.3,0.8,1.1,372.0,175.0,95.9,4.3,1.1,86.7,14.7,93.7,0.0,0.0,0.0
2014,130140030260006,Wesclin Sr High School           ,Wesclin CUSD 3                   ,Trenton          ,Clinton    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.0,1.3,4.3,0.8,0.0,0.0,1.8,398.0,171.0,95.5,1.0,1.3,92.9,18.6,93.8,0.0,0.0,0.0
2014,130140710160001,Central Comm High School         ,Central CHSD 71                  ,Breese           ,Clinton    ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.7,0.7,3.2,0.4,0.0,0.0,0.0,535.0,176.0,97.3,3.8,1.3,94.0,15.5,94.1,0.0,0.0,0.0
2014,130581000260002,Patoka Sr High School            ,Patoka CUSD 100                  ,Patoka           ,Marion     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.7,0.0,0.0,1.3,0.0,0.0,0.0,76.0,172.0,94.7,2.7,1.3,92.6,10.7,74.1,0.0,0.0,0.0
2014,130582000170001,Centralia High School            ,Centralia HSD 200                ,Centralia        ,Marion     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,78.9,8.7,2.7,0.8,0.1,0.2,8.7,922.0,174.0,93.9,1.8,2.2,77.7,14.9,89.4,0.0,0.0,0.0
2014,130584010260001,South Central High School        ,South Central CUD 401            ,Farina           ,Marion     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.5,0.5,0.0,0.5,0.5,0.0,1.0,198.0,172.0,93.2,4.1,2.5,84.5,10.4,93.9,0.0,0.0,0.0
2014,130585010260001,Sandoval Sr High School          ,Sandoval CUSD 501                ,Sandoval         ,Marion     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,91.8,0.6,3.2,0.0,0.0,0.6,3.8,158.0,175.0,93.7,4.6,1.9,75.0,10.5,68.6,0.0,0.0,0.0
2014,130586000160001,Salem Community High School      ,Salem CHSD 600                   ,Salem            ,Marion     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.3,0.1,1.1,0.7,0.4,0.5,2.9,759.0,174.0,93.0,0.4,3.0,85.9,20.1,91.3,0.0,0.0,0.0
2014,130587220260001,Odin Attendance Center 9-12      ,Odin PSD 722                     ,Odin             ,Marion     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.2,2.5,0.0,1.3,0.0,0.0,0.0,79.0,171.0,92.8,13.2,2.5,0.0,10.1,75.0,0.0,0.0,0.0
2014,130950100260001,Okawville Jr/Sr High School      ,West Washington Co CUD 10        ,Okawville        ,Washington ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,95.6,0.0,1.8,0.4,1.1,0.0,1.1,272.0,174.0,95.8,2.2,0.5,94.0,17.4,91.2,0.0,0.0,0.0
2014,130950990160001,Nashville Comm High School       ,Nashville CHSD 99                ,Nashville        ,Washington ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,91.9,3.5,1.6,0.2,0.0,0.0,2.8,433.0,174.0,94.4,0.5,1.8,92.8,16.9,92.2,0.0,0.0,0.0
2014,150162990250001,Amundsen High School             ,City of Chicago SD 299           ,Chicago          ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,10.6,11.2,61.6,14.9,0.3,0.4,1.0,1252.0,178.0,90.1,43.7,4.2,88.1,21.0,89.4,0.0,0.0,0.0
2014,150162990250003,Bogan High School                ,City of Chicago SD 299           ,Chicago          ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,2.6,49.0,47.6,0.1,0.0,0.2,0.6,1214.0,178.0,87.5,62.4,2.9,93.3,20.2,84.9,0.0,0.0,0.0
2014,150162990250006,Carver Military Academy HS       ,City of Chicago SD 299           ,Chicago          ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,0.4,48.0,51.0,0.0,0.0,0.2,0.4,527.0,178.0,94.1,34.1,0.0,100.0,23.4,89.4,0.0,0.0,0.0
2014,150162990250008,Crane Technical Prep High School ,City of Chicago SD 299           ,Chicago          ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,11 12                          ,1.0,95.2,2.4,0.0,0.0,1.0,0.5,209.0,178.0,87.3,83.2,3.3,72.9,81.0,61.8,0.0,0.0,0.0
2014,150162990250011,Farragut Career Academy HS       ,City of Chicago SD 299           ,Chicago          ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,PK 9 10 11 12                  ,0.5,15.2,84.0,0.0,0.0,0.2,0.2,1234.0,178.0,87.7,46.6,5.7,77.7,18.8,81.1,0.0,0.0,0.0
2014,150162990250012,Fenger Academy High School       ,City of Chicago SD 299           ,Chicago          ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,0.0,98.9,0.6,0.0,0.2,0.0,0.4,532.0,178.0,80.0,93.9,5.1,82.2,20.0,65.6,0.0,0.0,0.0
2014,150162990250013,Foreman High School              ,City of Chicago SD 299           ,Chicago          ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,4.1,15.6,78.7,0.9,0.1,0.3,0.3,1485.0,178.0,87.0,46.4,3.2,78.9,20.8,88.7,0.0,0.0,0.0
