cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,high_school_5_year_graduation_rate_total,avg_class_size_high_school,pupil_teacher_ratio_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track,number_students_who_took_ap_classes_grade_10_total,number_students_who_took_ap_classes_grade_11_total,number_students_who_took_ap_classes_grade_12_total
2013,170532300170001,Dwight High School               ,Dwight Twp HSD 230               ,Dwight           ,Livingston ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.4,0.0,2.8,0.0,0.7,0.3,2.8,290,175,94.8,3.2,0.7,78.9,92.0,17.2,,,,,,,,
2013,170640020260003,LeRoy High School                ,LeRoy CUSD 2                     ,Le Roy           ,McLean     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.1,0.9,1.3,0.4,0.0,0.9,0.4,232,174,93.7,1.7,1.7,93.5,96.9,17.2,,,,,,,,
2013,170640030260002,Tri-Valley High School           ,Tri Valley CUSD 3                ,Downs            ,McLean     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.6,3.1,0.6,0.3,0.0,0.3,0.0,319,178,95.1,0.0,1.3,86.7,89.7,16.5,,,,,,,,
2013,170640040260001,Heyworth Jr-Sr High School       ,Heyworth CUSD 4                  ,Heyworth         ,McLean     ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,96.7,0.7,1.7,0.0,0.0,0.0,0.9,424,176,97.3,5.7,0.4,90.0,89.7,20.2,,,,,,,,
2013,170640050260001,Normal Community High School     ,McLean County USD 5              ,Normal           ,McLean     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,69.4,10.7,7.4,6.4,0.3,0.5,5.5,1942,173,93.3,0.2,1.6,85.8,88.3,19.8,,,,,,,,
2013,170640050260002,Normal Community West High School,McLean County USD 5              ,Normal           ,McLean     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,75.1,13.3,5.3,1.2,0.2,0.5,4.4,1642,173,93.3,1.2,1.3,88.4,90.0,24.5,,,,,,,,
2013,17064005026001C,YBMC Charter Sch                 ,McLean County USD 5              ,Normal           ,McLean     ,UNIT       ,LARGE ,CHARTER SCH,11 12                          ,37.2,55.8,7.0,0.0,0.0,0.0,0.0,43,182,79.9,0.0,39.5,30.8,19.2,14.0,,,,,,,,
2013,170640070260002,Lexington High School            ,Lexington CUSD 7                 ,Lexington        ,McLean     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.6,0.0,0.0,0.0,0.0,0.0,3.4,149,175,95.1,3.4,2.7,71.8,86.7,10.3,,,,,,,,
2013,170640160260009,Olympia High School              ,Olympia CUSD 16                  ,Stanford         ,McLean     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,94.9,1.2,1.4,0.9,0.0,0.0,1.7,583,174,93.0,2.3,0.5,86.4,83.4,17.5,,,,,,,,
2013,170640190260001,Ridgeview High School            ,Ridgeview CUSD 19                ,Colfax           ,McLean     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.2,3.1,3.6,0.5,0.0,0.5,0.0,193,174,94.6,5.1,1.6,92.3,90.4,21.2,,,,,,,,
2013,170640870250001,Bloomington High School          ,Bloomington SD 87                ,Bloomington      ,McLean     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,55.8,24.7,9.6,2.6,0.1,0.5,6.8,1490,173,92.0,6.6,2.1,75.5,78.0,17.6,,,,,,,,
2013,190220860170001,Hinsdale Central High School     ,Hinsdale Twp HSD 86              ,Hinsdale         ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,77.3,2.4,4.3,13.0,0.1,0.2,2.5,2846,181,94.3,0.7,0.0,97.5,97.8,21.1,,,,,,,,
2013,190220860170002,Hinsdale South High School       ,Hinsdale Twp HSD 86              ,Darien           ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,60.4,17.9,9.3,9.5,0.2,0.4,2.3,1690,181,93.8,3.1,2.0,92.9,93.8,23.2,,,,,,,,
2013,190220870170001,Glenbard East High School        ,Glenbard Twp HSD 87              ,Lombard          ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,50.0,10.9,26.5,9.6,0.2,0.4,2.6,2491,178,93.3,1.2,1.9,84.1,87.7,23.5,,,,,,,,
2013,190220870170002,Glenbard North High School       ,Glenbard Twp HSD 87              ,Carol Stream     ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,47.7,6.3,23.1,19.7,0.1,0.8,2.2,2547,178,94.4,0.5,1.4,87.4,90.6,24.4,,,,,,,,
2013,190220870170003,Glenbard West High School        ,Glenbard Twp HSD 87              ,Glen Ellyn       ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,63.7,5.4,17.2,11.9,0.1,0.0,1.6,2272,178,94.3,0.8,1.1,88.2,90.9,24.8,,,,,,,,
2013,190220870170004,Glenbard South High School       ,Glenbard Twp HSD 87              ,Glen Ellyn       ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,66.3,8.4,9.6,12.6,0.0,0.2,2.9,1290,178,94.5,0.1,0.6,91.8,92.3,24.9,,,,,,,,
2013,190220880160001,Addison Trail High School        ,DuPage HSD 88                    ,Addison          ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,35.0,3.3,55.0,5.0,0.1,0.2,1.5,1982,177,94.4,10.5,1.2,88.0,90.8,21.0,,,,,,,,
2013,190220880160002,Willowbrook High School          ,DuPage HSD 88                    ,Villa Park       ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,56.8,10.3,22.0,7.7,0.0,0.9,2.2,2074,177,91.9,6.6,1.0,91.2,91.7,22.3,,,,,,,,
2013,190220940160001,Community High School            ,CHSD 94                          ,West Chicago     ,Dupage     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,41.8,2.5,49.3,3.8,0.0,0.1,2.4,2130,174,93.8,0.3,0.3,98.1,97.4,25.3,,,,,,,,
2013,190220990160001,Comm H S Dist 99 - North H S     ,CHSD 99                          ,Downers Grove    ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,77.3,6.7,8.4,4.5,0.0,0.2,2.9,2132,176,94.9,5.5,0.8,93.5,93.1,19.6,,,,,,,,
2013,190220990160002,Comm H S Dist 99 - South High Sch,CHSD 99                          ,Downers Grove    ,Dupage     ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,61.6,12.9,12.8,9.2,0.0,0.1,3.4,2968,176,94.0,9.7,1.2,91.2,91.6,20.2,,,,,,,,
2013,190221000160001,Fenton High School               ,Fenton CHSD 100                  ,Bensenville      ,Dupage     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,37.8,3.3,50.3,2.2,0.3,0.3,5.9,1520,175,95.2,3.4,1.6,86.5,85.1,19.4,,,,,,,,
2013,190221080160001,Lake Park High School            ,Lake Park CHSD 108               ,Roselle          ,Dupage     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,68.5,6.6,14.8,8.2,0.0,0.5,1.3,2759,177,94.9,3.0,1.4,91.3,93.4,16.3,,,,,,,,
2013,190222000260020,Wheaton Warrenville South H S    ,CUSD 200                         ,Wheaton          ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,70.1,5.7,15.2,4.4,0.4,0.1,4.2,2218,176,94.2,2.7,1.9,91.4,96.0,24.9,,,,,,,,
2013,190222000260021,Wheaton North High School        ,CUSD 200                         ,Wheaton          ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,71.9,7.3,10.5,6.3,0.0,0.0,3.9,2178,176,93.8,1.5,2.0,92.8,93.9,20.1,,,,,,,,
2013,190222010260001,Westmont High School             ,CUSD 201                         ,Westmont         ,Dupage     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,70.8,7.5,14.2,3.9,0.2,0.0,3.4,466,174,91.6,4.7,0.4,93.7,90.8,19.4,,,,,,,,
2013,190222020260001,Lisle High School                ,Lisle CUSD 202                   ,Lisle            ,Dupage     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,68.5,11.6,11.0,5.6,0.2,0.2,3.0,536,175,93.0,5.7,0.9,93.9,93.5,15.6,,,,,,,,
2013,190222030260001,Naperville Central High School   ,Naperville CUSD 203              ,Naperville       ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,74.1,4.1,5.5,13.5,0.0,0.2,2.7,2937,176,96.3,0.2,0.3,95.7,97.2,21.8,,,,,,,,
2013,190222030260013,Naperville North High School     ,Naperville CUSD 203              ,Naperville       ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,66.5,6.1,8.4,15.6,0.1,0.1,3.2,3149,176,95.7,1.3,0.8,96.0,97.3,22.0,,,,,,,,
2013,190222040260001,Waubonsie Valley High School     ,Indian Prairie CUSD 204          ,Aurora           ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,54.1,14.3,12.7,15.2,0.1,0.2,3.4,2650,172,95.9,0.8,0.9,96.7,95.4,26.5,,,,,,,,
2013,190222040260002,Neuqua Valley High School        ,Indian Prairie CUSD 204          ,Naperville       ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,66.1,6.2,6.4,18.0,0.0,0.3,3.0,4014,172,96.6,0.1,0.4,99.0,97.5,31.3,,,,,,,,
2013,190222040260005,Metea Valley High School         ,Indian Prairie CUSD 204          ,Aurora           ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,54.0,14.9,11.2,16.4,0.0,0.3,3.2,2624,172,95.5,1.1,0.8,99.7,95.4,28.4,,,,,,,,
2013,190222050260003,York Comm High School            ,Elmhurst SD 205                  ,Elmhurst         ,Dupage     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,75.4,3.5,13.1,5.4,0.2,0.1,2.4,2686,176,95.5,1.5,0.7,94.8,96.0,22.6,,,,,,,,
2013,200240010260005,Edwards County High School       ,Edwards County CUSD 1            ,Albion           ,Edwards    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.6,2.3,1.9,0.0,0.0,0.0,1.1,261,174,95.3,2.0,0.4,81.2,81.4,13.4,,,,,,,,
2013,200300070260001,Gallatin High School             ,Gallatin CUSD 7                  ,Junction         ,Gallatin   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.7,1.9,0.9,0.5,0.0,0.0,0.0,213,176,91.2,6.8,1.4,,,14.4,,,,,,,,
2013,200350010260003,Hardin County High School        ,Hardin County CUSD 1             ,Elizabethtown    ,Hardin     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.8,2.8,1.7,0.6,0.0,0.0,1.1,177,174,89.5,22.5,2.8,84.2,83.7,12.7,,,,,,,,
2013,200760010260001,Pope Co High School              ,Pope Co CUD 1                    ,Golconda         ,Pope       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.2,1.3,0.0,0.0,0.0,0.0,4.5,156,176,93.0,2.0,1.9,92.3,88.1,19.2,,,,,,,,
2013,200830010260001,Galatia High School              ,Galatia CUSD 1                   ,Galatia          ,Saline     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.1,0.0,0.0,0.0,0.0,0.9,0.9,108,175,93.8,5.7,0.9,88.0,92.3,12.0,,,,,,,,
2013,200830020260001,Carrier Mills-Stonefort H S      ,Carrier Mills-Stonefort CUSD 2   ,Carrier Mills    ,Saline     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,78.0,11.4,1.6,0.0,0.0,0.0,8.9,123,175,92.1,9.5,1.6,84.8,86.8,10.9,,,,,,,,
2013,200830030260001,Harrisburg High School           ,Harrisburg CUSD 3                ,Harrisburg       ,Saline     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,89.5,3.7,1.7,1.0,0.0,0.3,3.7,592,174,92.0,2.7,1.2,80.3,81.4,16.1,,,,,,,,
2013,200830040260001,Eldorado High School             ,Eldorado CUSD 4                  ,Eldorado         ,Saline     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.3,0.0,1.1,0.0,0.3,0.6,2.8,360,176,92.4,1.5,2.2,78.7,72.0,15.8,,,,,,,,
2013,200933480260001,Mount Carmel High School         ,Wabash CUSD 348                  ,Mount Carmel     ,Wabash     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.5,0.3,0.7,0.5,0.0,0.0,1.9,579,174,93.2,12.2,3.6,81.1,80.1,18.8,,,,,,,,
2013,200961000260001,Wayne City High School           ,Wayne City CUSD 100              ,Wayne City       ,Wayne      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.8,0.0,0.6,0.0,0.0,0.0,0.6,164,175,93.8,5.1,3.0,85.0,84.4,13.2,,,,,,,,
2013,200962000260001,Cisne High School                ,North Wayne CUSD 200             ,Cisne            ,Wayne      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,149,174,96.1,1.3,2.0,90.0,81.8,12.2,,,,,,,,
2013,200962250160001,Fairfield Comm High School       ,Fairfield Comm H S Dist 225      ,Fairfield        ,Wayne      ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,94.9,0.2,1.5,0.5,0.0,1.5,1.5,412,174,94.0,2.4,0.2,73.2,81.1,25.7,,,,,,,,
2013,200970010260003,Grayville Jr Sr High School      ,Grayville CUSD 1                 ,Grayville        ,White      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,96.0,0.0,0.0,0.0,0.0,0.0,4.0,125,179,93.9,4.1,3.6,80.0,71.4,11.2,,,,,,,,
2013,200970030260001,Norris City-Omaha-Enfield H S    ,Norris City-Omaha-Enfield CUSD 3 ,Norris City      ,White      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.2,0.9,0.5,0.5,0.0,0.0,0.0,219,175,94.7,1.4,1.8,98.1,87.8,15.4,,,,,,,,
2013,200970050260001,Carmi-White County High School   ,Carmi-White County CUSD 5        ,Carmi            ,White      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.4,0.3,0.5,0.5,0.3,0.3,0.8,387,175,93.3,7.2,1.6,85.1,84.9,17.0,,,,,,,,
2013,210280990260001,Christopher High                 ,Christopher USD 99               ,Christopher      ,Franklin   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.5,0.4,0.4,0.4,2.3,0.0,0.0,257,175,97.8,7.2,0.8,89.1,96.5,12.4,,,,,,,,
2013,210281030130001,Benton Cons High School          ,Benton Cons HSD 103              ,Benton           ,Franklin   ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,94.8,1.6,2.5,0.5,0.0,0.5,0.2,611,175,92.1,4.3,4.7,87.7,85.6,19.2,,,,,,,,
2013,210281680260001,Frankfort Comm High School       ,Frankfort CUSD 168               ,West Frankfort   ,Franklin   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.1,0.5,1.6,0.5,0.9,0.9,0.4,546,174,91.5,19.5,6.4,68.5,73.7,12.9,,,,,,,,
2013,210281740260001,Thompsonville High School        ,Thompsonville CUSD 174           ,Thompsonville    ,Franklin   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.9,0.0,0.0,0.0,0.0,0.0,2.1,96,175,94.1,0.0,2.1,88.9,86.2,8.4,,,,,,,,
2013,210281880260001,Zeigler-Royalton High School     ,Zeigler-Royalton CUSD 188        ,Zeigler          ,Franklin   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.8,0.0,0.0,1.2,0.0,0.0,0.0,167,174,90.8,9.9,3.6,66.7,72.7,9.1,,,,,,,,
2013,210281960260001,Sesser-Valier High School        ,Sesser-Valier CUSD 196           ,Sesser           ,Franklin   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.4,0.0,2.8,0.0,0.0,0.0,1.8,218,175,94.5,5.2,1.8,88.7,96.6,12.7,,,,,,,,
2013,211000010260001,Johnston City High School        ,Johnston City CUSD 1             ,Johnston City    ,Williamson ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.9,0.6,2.6,0.0,0.0,1.2,1.7,344,174,92.4,9.1,4.7,73.7,81.0,9.2,,,,,,,,
2013,211000020260001,Marion High School               ,Marion CUSD 2                    ,Marion           ,Williamson ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,84.0,10.0,2.4,0.8,0.0,0.3,2.5,1158,174,93.9,7.6,2.6,79.9,89.2,17.7,,,,,,,,
2013,211000030260001,Crab Orchard High School         ,Crab Orchard CUSD 3              ,Marion           ,Williamson ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.9,0.7,0.7,0.0,0.0,0.0,0.7,143,175,94.0,18.5,0.0,100.0,78.6,14.0,,,,,,,,
2013,211000040260001,Herrin High School               ,Herrin CUSD 4                    ,Herrin           ,Williamson ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,88.8,3.7,1.5,1.0,0.0,0.7,4.4,729,174,93.2,3.3,3.6,78.9,73.4,16.9,,,,,,,,
2013,211000050260001,Carterville High School          ,Carterville CUSD 5               ,Carterville      ,Williamson ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,93.5,2.2,2.0,1.4,0.2,0.0,0.8,511,174,94.3,3.6,2.0,82.6,82.4,16.9,,,,,,,,
2013,220290010260001,Astoria High School              ,Astoria CUSD 1                   ,Astoria          ,Fulton     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.3,0.0,0.9,0.0,0.0,0.0,0.9,116,175,91.7,0.0,3.4,85.0,90.3,11.7,,,,,,,,
2013,220290020260001,V I T Sr High School             ,V I T CUSD 2                     ,Table Grove      ,Fulton     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.3,0.0,1.8,0.0,0.0,0.0,1.8,109,175,92.9,6.9,1.8,83.3,73.1,12.0,,,,,,,,
2013,220290030260001,Cuba Sr High School              ,CUSD 3 Fulton County             ,Cuba             ,Fulton     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.7,0.7,0.7,0.0,0.0,0.0,0.0,152,175,93.5,1.4,0.0,89.2,85.4,15.3,,,,,,,,
2013,220290040260001,Spoon River Valley Sr High Sch   ,Spoon River Valley CUSD 4        ,London Mills     ,Fulton     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.1,0.0,0.0,0.0,0.0,0.0,2.9,139,174,94.1,16.6,2.9,90.9,93.3,10.2,,,,,,,,
2013,220290660250001,Canton High School               ,Canton Union SD 66               ,Canton           ,Fulton     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95.0,1.3,1.4,0.1,0.0,0.5,1.7,782,175,95.5,2.9,2.9,86.9,81.3,16.6,,,,,,,,
2013,220290970260001,Lewistown High School            ,Lewistown CUSD 97                ,Lewistown        ,Fulton     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,99.1,0.5,0.5,0.0,0.0,0.0,0.0,214,174,94.8,4.1,1.9,79.2,91.5,14.9,,,,,,,,
2013,220291760260001,Avon Sr High School              ,Avon CUSD 176                    ,Avon             ,Fulton     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.1,0.0,1.9,0.0,0.0,0.0,0.0,54,175,95.1,1.9,1.9,76.2,92.3,5.2,,,,,,,,
2013,220850050260001,Rushville-Industry High School   ,Schuyler-Industry CUSD 5         ,Rushville        ,Schuyler   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.7,2.6,0.9,0.0,0.6,0.0,0.3,347,175,94.1,2.7,1.7,87.8,93.9,14.8,,,,,,,,
2013,240320010260001,Coal City High School            ,Coal City CUSD 1                 ,Coal City        ,Grundy     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,91.1,0.6,6.2,0.8,0.0,0.3,1.1,665,174,95.3,2.1,0.5,92.1,92.2,19.0,,,,,,,,
2013,240320730170001,Gardner-South Wilmington Twp H S ,Gardner S Wilmington Twp HSD 73  ,Gardner          ,Grundy     ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,94.9,1.0,4.0,0.0,0.0,0.0,0.0,198,174,95.0,3.0,2.0,85.2,80.4,11.9,,,,,,,,
2013,240321010160001,Morris Community High School     ,Morris CHSD 101                  ,Morris           ,Grundy     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,83.0,1.1,13.1,0.4,0.0,0.7,1.6,979,176,95.3,1.5,1.4,88.7,91.1,19.7,,,,,,,,
2013,240321110160001,Minooka Community High School    ,Minooka CHSD 111                 ,Minooka          ,Grundy     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,80.8,4.4,13.0,0.7,0.0,0.1,0.9,2584,176,94.6,1.0,0.7,89.0,89.2,22.3,,,,,,,,
2013,240470180160001,Newark Comm High School          ,Newark CHSD 18                   ,Newark           ,Kendall    ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.2,0.0,1.6,1.6,0.0,0.0,0.5,182,174,95.6,0.5,1.1,95.3,93.6,17.6,,,,,,,,
2013,240470880260001,Plano High School                ,Plano CUSD 88                    ,Plano            ,Kendall    ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,43.4,8.9,43.1,0.6,0.0,0.3,3.6,638,175,94.8,3.9,1.9,84.4,82.8,16.3,,,,,,,,
2013,240471150260001,Yorkville High School            ,Yorkville CUSD 115               ,Yorkville        ,Kendall    ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,75.5,5.0,12.5,2.1,0.2,0.2,4.6,1668,174,94.3,2.2,1.1,82.8,95.3,20.4,,,,,,,,
2013,240473080260001,Oswego High School               ,Oswego CUSD 308                  ,Oswego           ,Kendall    ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,66.5,6.7,21.1,2.5,0.0,0.3,3.0,2582,175,93.8,3.9,0.9,94.7,93.4,23.8,,,,,,,,
2013,240473080260002,Oswego East High School          ,Oswego CUSD 308                  ,Oswego           ,Kendall    ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,52.7,13.3,22.4,7.8,0.0,0.1,3.6,2067,175,94.2,4.3,0.5,96.2,97.3,21.9,,,,,,,,
2013,250330100260002,Hamilton County Jr/Sr High School,Hamilton Co CUSD 10              ,Mc Leansboro     ,Hamilton   ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,97.3,0.0,1.5,0.2,0.0,0.0,1.0,521,175,93.6,1.8,5.0,81.4,76.8,14.3,,,,,,,,
2013,250410010260001,Waltonville High School          ,Waltonville CUSD 1               ,Waltonville      ,Jefferson  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.7,2.1,0.0,0.0,0.0,1.1,1.1,94,175,94.8,3.3,1.1,93.8,88.9,8.4,,,,,,,,
2013,250412010170001,Mount Vernon High School         ,Mt Vernon Twp HSD 201            ,Mount Vernon     ,Jefferson  ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,79.1,14.4,1.8,1.3,0.0,0.0,3.3,1284,176,93.8,4.4,2.9,83.2,82.6,15.5,,,,,,,,
2013,250412040170001,Webber Twp High School           ,Webber Twp HSD 204               ,Bluford          ,Jefferson  ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.7,0.0,0.0,0.0,0.0,1.5,0.8,132,175,95.9,3.2,0.8,90.0,85.3,6.6,,,,,,,,
2013,250412050160001,Woodlawn Comm High School        ,Woodlawn CHSD 205                ,Woodlawn         ,Jefferson  ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.3,2.7,0.0,0.0,0.0,0.0,0.0,184,176,94.7,1.1,3.3,82.0,97.9,13.1,,,,,,,,
2013,260343070160001,Illini West High School          ,Illini West H S Dist 307         ,Carthage         ,Hancock    ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.7,1.0,2.9,0.2,0.0,0.5,1.7,410,172,95.4,2.3,1.0,85.7,89.3,17.9,,,,,,,,
2013,260343160260001,Warsaw Sr High School            ,Warsaw CUSD 316                  ,Warsaw           ,Hancock    ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,94.9,0.0,0.9,0.5,0.0,0.0,3.7,214,174,95.5,4.9,3.3,87.8,96.9,11.6,,,,,,,,
2013,260343280240001,Hamilton Jr/Sr High Sch          ,Hamilton CCSD 328                ,Hamilton         ,Hancock    ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,95.8,0.4,0.4,0.4,0.0,0.0,3.0,237,175,93.9,4.0,6.0,73.0,93.8,12.4,,,,,,,,
2013,260343370260001,Southeastern Jr/Sr High School   ,Southeastern CUSD 337            ,Augusta          ,Hancock    ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,99.1,0.0,0.0,0.0,0.0,0.0,0.9,231,175,95.8,0.4,2.5,85.4,90.9,13.8,,,,,,,,
2013,260621030260001,West Prairie High School         ,West Prairie CUSD 103            ,Sciota           ,McDonough  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.9,1.0,0.5,0.0,0.0,0.5,0.0,193,174,94.2,6.0,0.5,89.6,93.6,12.2,,,,,,,,
2013,260621700260001,Bushnell-Prairie City High Sch   ,Bushnell Prairie City CUSD 170   ,Bushnell         ,McDonough  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.0,0.0,2.0,0.0,0.0,0.5,0.5,202,175,93.4,0.5,6.4,69.1,74.1,10.7,,,,,,,,
2013,260621850260001,Macomb Senior High School        ,Macomb CUSD 185                  ,Macomb           ,McDonough  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,81.6,7.5,2.9,3.4,0.2,0.0,4.4,588,174,93.1,4.6,3.7,86.7,86.6,14.5,,,,,,,,
2013,270362350260001,West Central High School         ,West Central CUSD 235            ,Biggsville       ,Henderson  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.9,0.3,2.6,0.3,0.0,0.3,2.6,309,174,93.8,3.9,3.6,81.5,93.2,15.3,,,,,,,,
